Report ID,Drug Identification Number,Report Type,Brand name,Company Name,Common or Proper name,Ingredients,Strength(s),Packaging size,Route of administration,Shortage status,Dosage form(s),ATC Code,ATC description,Anticipated start date,Actual start date,Estimated end date,Actual end date,Reason,Date Created,Date Updated
79586,2231478,Shortage,INNOHEP,LEO PHARMA INC,tinzaparin sodium,TINZAPARIN SODIUM,20000UNIT,10 x 0.5mL,SUBCUTANEOUS,Resolved,SOLUTION,B01AB,ANTITHROMBOTIC AGENTS,2019-03-27,2019-03-27,2019-05-15,2019-04-25,Disruption of the manufacture of the drug.,2019-03-27,2019-04-26
98537,2358182,Shortage,INNOHEP,LEO PHARMA INC,tinzaparin sodium,TINZAPARIN SODIUM,20000UNIT,10 x 0.9mL,SUBCUTANEOUS,Actual shortage,SOLUTION,B01AB,ANTITHROMBOTIC AGENTS,,2019-11-12,2019-12-02,,Disruption of the manufacture of the drug.,2019-11-12,2019-11-13
83435,2358166,Shortage,INNOHEP,LEO PHARMA INC,tinzaparin sodium,TINZAPARIN SODIUM,10000UNIT,10 x 0.45mL,SUBCUTANEOUS,Actual shortage,SOLUTION,B01AB,ANTITHROMBOTIC AGENTS,,2019-05-07,2020-03-02,,Disruption of the manufacture of the drug.,2019-05-08,2019-11-12
16559,2323052,Shortage,INSPRA,PFIZER CANADA INC,Inspra,EPLERENONE,25MG,3 x 10 TABS,ORAL,Resolved,TABLET,C03DA,POTASSIUM-SPARING AGENTS,2017-07-20,,2017-08-10,2017-08-10,Disruption of the manufacture of the drug.,2017-07-20,2017-08-11
42162,2323060,Shortage,INSPRA,PFIZER CANADA INC,Inspra,EPLERENONE,50MG,3 x 10 tabs,ORAL,Resolved,TABLET,C03DA,POTASSIUM-SPARING AGENTS,2018-03-30,,,2018-04-17,Demand increase for the drug.,2018-03-07,2018-04-18
50675,2323060,Shortage,INSPRA,PFIZER CANADA INC,INSPRA,EPLERENONE,50MG,3 x 10 TABS,ORAL,Resolved,TABLET,C03DA,POTASSIUM-SPARING AGENTS,,2018-07-09,,2018-07-19,Disruption of the manufacture of the drug.,2018-05-29,2018-07-20
27636,2323052,Shortage,INSPRA,PFIZER CANADA INC,INSPRA,EPLERENONE,25MG,3x10 Tabs,ORAL,Resolved,TABLET,C03DA,POTASSIUM-SPARING AGENTS,,2017-12-15,,2018-04-16,Disruption of the manufacture of the drug.,2017-11-01,2018-04-17
5429,2294990,Shortage,INSTILLAGEL,PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,INSTILLAGEL LIDO2%CHLORHEX 0.05%10X11mL,LIDOCAINE HYDROCHLORIDE  CHLORHEXIDINE GLUCONATE,2%  0.05%,10x11mL,TOPICAL,Resolved,GEL,N01BB,"ANESTHETICS, LOCAL",2017-06-14,2017-06-15,2017-07-24,2017-07-17,Disruption of the manufacture of the drug.,2017-04-04,2017-07-18
14814,2294990,Shortage,INSTILLAGEL,PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,INSTILLAGEL LIDO2% CHLORHEX 0.05%,LIDOCAINE HYDROCHLORIDE  CHLORHEXIDINE GLUCONATE,2%  0.05%,10X6mL,TOPICAL,Resolved,GEL,N01BB,"ANESTHETICS, LOCAL",2017-07-17,2017-07-10,2017-07-18,2017-07-17,Disruption of the manufacture of the drug.,2017-07-06,2017-07-18
90224,2240352,Shortage,INTEGRILIN,MERCK CANADA INC,Eptifibatide Injection,EPTIFIBATIDE,2MG,20MG/10ML VIAL,INTRAVENOUS,Resolved,SOLUTION,B01AC,ANTITHROMBOTIC AGENTS,2019-08-12,2019-08-12,2019-09-27,2019-09-25,Delay in shipping of the drug.,2019-07-30,2019-09-26
16762,2240351,Shortage,INTEGRILIN,MERCK CANADA INC,Eptifibatide Injection,EPTIFIBATIDE,0.75MG,100ML VIAL,INTRAVENOUS,Avoided shortage,SOLUTION,B01AC,ANTITHROMBOTIC AGENTS,2017-08-21,,2017-08-31,2017-08-14,Delay in shipping of the drug.,2017-07-24,2017-08-14
2210,2240351,Shortage,INTEGRILIN,MERCK CANADA INC,eptifibatide injection Solution for Intravenous Infusion,EPTIFIBATIDE,"0,75 mg/mL",75 mg/100 mL infusion vial - Fiole de 75 mg/100 mL pour perfusion,Intravenous,Resolved,Solution,B01AC,ANTITHROMBOTIC AGENTS,2016-06-27,2016-06-27,2017-04-14,2017-04-10,Delay in shipping of the drug.,2017-03-14,2017-04-11
9382,2240352,Shortage,INTEGRILIN,MERCK CANADA INC,Eptifibatide Injection,EPTIFIBATIDE,2MG,20MG/10ML vial,INTRAVENOUS,Resolved,SOLUTION,B01AC,ANTITHROMBOTIC AGENTS,,2017-07-05,2017-08-11,2017-08-09,Delay in shipping of the drug.,2017-05-08,2017-08-10
56238,2240351,Shortage,INTEGRILIN,MERCK CANADA INC,Eptifibatide Injection,EPTIFIBATIDE,0.75MG,100ml,INTRAVENOUS,Resolved,SOLUTION,B01AC,ANTITHROMBOTIC AGENTS,2018-07-30,2018-07-27,2018-08-24,2018-08-16,Demand increase for the drug.,2018-07-23,2018-08-17
51168,2240352,Shortage,INTEGRILIN,MERCK CANADA INC,Eptifibatide Injection,EPTIFIBATIDE,2MG,20MG/10ML BOLUS VIAL,INTRAVENOUS,Resolved,SOLUTION,B01AC,ANTITHROMBOTIC AGENTS,2018-06-04,2018-06-04,2018-07-06,2018-07-03,Demand increase for the drug.,2018-06-04,2018-07-04
51171,2240351,Shortage,INTEGRILIN,MERCK CANADA INC,Eptifibatide Injection,EPTIFIBATIDE,0.75MG,75MG/100ML INFUSION VIAL,INTRAVENOUS,Resolved,SOLUTION,B01AC,ANTITHROMBOTIC AGENTS,,2018-06-04,2018-07-13,2018-07-13,Demand increase for the drug.,2018-06-04,2018-07-14
58622,2240352,Shortage,INTEGRILIN,MERCK CANADA INC,Eptifibatide Injection,EPTIFIBATIDE,2MG,10ML,INTRAVENOUS,Avoided shortage,SOLUTION,B01AC,ANTITHROMBOTIC AGENTS,2018-09-25,,2018-09-28,2018-09-24,Demand increase for the drug.,2018-08-21,2018-09-24
86790,2238674,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection,INTERFERON ALFA-2B,6000000UNIT,1X18MIU,INTRAMUSCULAR  INTRAVENOUS  SUBCUTANEOUS,Resolved,SOLUTION,L03AB,IMMUNOSTIMULANTS,,2019-06-18,2019-08-12,2019-08-09,Demand increase for the drug.,2019-06-18,2019-08-10
67593,2223406,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b  lyophilized powder,WATER  INTERFERON ALFA-2B,1ML  10000000UNIT,1 vial,INTRALESIONAL  INTRAMUSCULAR  INTRAVENOUS  SUBCUTANEOUS,Resolved,LIQUID  POWDER FOR SOLUTION,L03AB,IMMUNOSTIMULANTS,2019-01-02,2019-01-03,2019-02-01,2019-01-31,Delay in shipping of the drug.,2018-11-26,2019-02-01
40971,2240693,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,15000000UNIT,18MIU,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-02-26,2018-02-26,2018-03-05,2018-03-02,Delay in shipping of the drug.,2018-02-26,2018-03-05
34576,2240694,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,25000000UNIT,30MIU,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-01-02,2018-01-02,2018-01-12,2018-01-09,Delay in shipping of the drug.,2018-01-02,2018-01-10
34585,2240693,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,15000000UNIT,18MIU,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-01-05,2018-01-05,2018-02-19,2018-02-12,Delay in shipping of the drug.,2018-01-02,2018-02-13
67363,2238674,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection,INTERFERON ALFA-2B,6000000UNIT,1 vial,INTRAMUSCULAR  INTRAVENOUS  SUBCUTANEOUS,Resolved,SOLUTION,L03AB,IMMUNOSTIMULANTS,2018-11-21,2018-11-21,2018-12-05,2018-12-03,Delay in shipping of the drug.,2018-11-21,2018-12-04
41767,2240694,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,25000000UNIT,30MIU,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-03-12,2018-03-13,2018-03-16,2018-03-15,Delay in shipping of the drug.,2018-03-05,2018-03-16
18477,2223406,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b  lyophilized powder,WATER  INTERFERON ALFA-2B,1ML  10000000UNIT,1X10MIU PWDER & DIL VIAL,INTRALESIONAL  INTRAMUSCULAR  INTRAVENOUS  SUBCUTANEOUS,Resolved,LIQUID  POWDER FOR SOLUTION,L03AB,IMMUNOSTIMULANTS,,2017-08-04,2017-08-25,2017-08-22,Demand increase for the drug.,2017-08-08,2017-08-23
8757,2223406,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b  lyophilized powder,WATER  INTERFERON ALFA-2B,1ML  10000000UNIT,1X10 MIU,INTRALESIONAL  INTRAMUSCULAR  INTRAVENOUS  SUBCUTANEOUS,Resolved,LIQUID  POWDER FOR SOLUTION,L03AB,IMMUNOSTIMULANTS,2017-05-03,2017-05-03,2017-07-21,2017-07-14,Demand increase for the drug.,2017-05-03,2017-07-15
53053,2240694,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,25000000UNIT,30MIU,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-08-06,2018-08-01,2018-08-17,2018-08-13,Delay in shipping of the drug.,2018-06-27,2018-08-14
48976,2240694,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,25000000UNIT,30MIU,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-05-10,2018-05-10,2018-05-25,2018-05-25,Requirements related to complying with good manufacturing practices.,2018-05-10,2018-05-26
48979,2240695,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,50000000UNIT,60MIU,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-05-10,2018-05-10,2018-05-25,2018-05-25,Requirements related to complying with good manufacturing practices.,2018-05-10,2018-05-26
20821,2240695,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,50000000UNIT,60MIU PEN,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2017-10-02,2017-10-02,2017-12-04,2017-12-01,Delay in shipping of the drug.,2017-09-01,2017-12-02
48985,2240693,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,15000000UNIT,18MIU,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-05-10,2018-05-10,2018-06-08,2018-06-05,Requirements related to complying with good manufacturing practices.,2018-05-10,2018-06-06
11883,2238675,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection,INTERFERON ALFA-2B,10000000UNIT,1X10MIU HSA FREE VIAL,INTRAMUSCULAR  INTRAVENOUS  SUBCUTANEOUS,Resolved,SOLUTION,L03AB,IMMUNOSTIMULANTS,,2017-07-11,2017-08-04,2017-08-04,Delay in shipping of the drug.,2017-06-05,2017-08-05
2168,2240694,Shortage,INTRON A,MERCK CANADA INC,INTERFERON ALFA-2b solution for injection,INTERFERON ALFA-2B,25000000UNIT,1.2 mL - 30 x 10 6 IU/pen - 30 x 10 6 UI/stylo,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2017-02-13,2017-02-13,2017-03-17,2017-03-20,Delay in shipping of the drug.,2017-03-14,2017-03-21
6265,2240693,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,15000000UNIT,18 MIU Pen,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2017-05-01,2017-05-02,2017-07-31,2017-07-19,Demand increase for the drug.,2017-04-10,2017-07-20
6269,2240695,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,50000000UNIT,60 MIU pen,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2017-05-01,2017-04-24,2017-06-16,2017-06-16,Delay in shipping of the drug.,2017-04-10,2017-06-17
18059,2240694,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection,INTERFERON ALFA-2B,25000000UNIT,1X25MIU HSA FREE VIAL,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,,2017-07-11,2017-08-04,2017-08-04,Delay in shipping of the drug.,2017-08-02,2017-08-05
2194,2240695,Shortage,INTRON A,MERCK CANADA INC,INTERFERON ALFA-2b solution pour injection,INTERFERON ALFA-2B,50000000UNIT,1.2 mL - 60 x 10 6 IU/pen - 60 x 10 6 UI/stylo,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2017-02-09,2017-03-09,2017-03-17,2017-03-20,Delay in shipping of the drug.,2017-03-14,2017-03-21
26524,2240694,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,25000000UNIT,30MIU PEN,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2017-10-23,2017-10-23,2017-11-24,2017-11-17,Delay in shipping of the drug.,2017-10-23,2017-11-18
15541,2238675,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection,INTERFERON ALFA-2B,10000000UNIT,1X10MIU HSA FREE VIAL,INTRAMUSCULAR  INTRAVENOUS  SUBCUTANEOUS,Avoided shortage,SOLUTION,L03AB,IMMUNOSTIMULANTS,2017-08-03,,2017-08-04,2017-08-02,Delay in shipping of the drug.,2017-07-12,2017-10-10
40150,2240695,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,50000000UNIT,60MIU PEN,SUBCUTANEOUS,Resolved,LIQUID,L03AB,IMMUNOSTIMULANTS,2018-02-19,2018-02-20,2018-03-29,2018-03-29,Delay in shipping of the drug.,2018-02-19,2018-03-30
18925,2240693,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection (multi-dose pen),INTERFERON ALFA-2B,15000000UNIT,18MIU PEN,SUBCUTANEOUS,Avoided shortage,LIQUID,L03AB,IMMUNOSTIMULANTS,2017-09-07,,2017-09-18,2017-09-06,Demand increase for the drug.,2017-08-12,2017-10-11
19449,2238675,Shortage,INTRON A,MERCK CANADA INC,interferon alfa-2b solution for injection,INTERFERON ALFA-2B,10000000UNIT,1X25MIU HSA FREE VIAL,INTRAMUSCULAR  INTRAVENOUS  SUBCUTANEOUS,Resolved,SOLUTION,L03AB,IMMUNOSTIMULANTS,,2017-08-14,2017-09-15,2017-09-12,Demand increase for the drug.,2017-08-15,2017-09-13
91467,2409135,Shortage,INTUNIV XR,SHIRE PHARMA CANADA ULC,guanfacine hydrochloride extended-release tablets,Guanfacine,4MG,100 Tablets / Bottle,ORAL,Resolved,TABLET (EXTENDED-RELEASE),C02AC,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",2019-08-13,,2019-09-30,2019-09-26,Disruption of the manufacture of the drug.,2019-08-13,2019-09-27
87506,2455439,Shortage,INVOKAMET,JANSSEN INC,canagliflozin and metformin hydrochloride tablets,METFORMIN HYDROCHLORIDE  CANAGLIFLOZIN,500MG  150MG,1x60,ORAL,Resolved,TABLET,A10BD,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",2019-07-02,2019-07-03,2019-07-05,2019-07-09,Disruption of the manufacture of the drug.,2019-06-26,2019-07-10
3653,2245568,Shortage,IODOVET TOPICAL SOLUTION,LABORATOIRE RIVA INC,Iodovet topical solution,POVIDONE-IODINE,10%,5L & 450ml,TOPICAL,Resolved,SOLUTION,,,2017-03-20,2017-03-20,,2017-03-24,Disruption of the manufacture of the drug.,2017-03-20,2017-03-25
41954,2076306,Shortage,IOPIDINE,NOVARTIS PHARMACEUTICALS CANADA INC,IOPIDINE 0.5% SOLN 5ML,APRACLONIDINE,0.5%,5ML,OPHTHALMIC,Resolved,SOLUTION,S01EA,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,,2018-03-06,2018-03-29,2018-04-12,Delay in shipping of the drug.,2018-03-06,2018-04-13
24465,888354,Shortage,IOPIDINE OPH SOL 1%,ALCON CANADA INC,APRACLONIDINE HCL,APRACLONIDINE,1%,(2 x 0.1mL)  x 12,OPHTHALMIC,Resolved,LIQUID,S01EA,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,,2017-10-03,2018-01-24,2018-01-08,Disruption of the manufacture of the drug.,2017-10-05,2018-01-09
85654,2246084,Shortage,IPRAVENT,AA PHARMA INC,Ipravent,IPRATROPIUM BROMIDE,0.06%,15ML,NASAL,Resolved,SOLUTION,R01AX,DECONGESTANTS AND OTHER NASAL PREP.FOR TOPICAL USE,,2019-06-05,2019-07-19,2019-07-18,Disruption of the manufacture of the drug.,2019-06-05,2019-08-22
2199,2246083,Shortage,IPRAVENT,AA PHARMA INC,IPRAVENT,IPRATROPIUM BROMIDE,0.03%,15 ML,NASAL,Actual shortage,SOLUTION,R01AX,DECONGESTANTS AND OTHER NASAL PREP.FOR TOPICAL USE,,2015-04-15,,,Disruption of the manufacture of the drug.,2017-03-14,2017-10-05
91651,2365219,Shortage,IRBESARTAN,PRO DOC LIMITEE,IRBESARTAN,IRBESARTAN,300MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2019-08-15,2019-09-10,2019-08-23,Delay in shipping of the drug.,2019-08-15,2019-08-24
86038,2372347,Shortage,IRBESARTAN,SANIS HEALTH INC,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Actual shortage,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2019-06-10,2019-11-29,,Disruption of the manufacture of the drug.,2019-06-10,2019-11-12
62786,2372347,Shortage,IRBESARTAN,SANIS HEALTH INC,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-10-01,2018-10-01,2018-10-31,2018-10-30,Disruption of the manufacture of the drug.,2018-10-01,2018-10-31
62789,2372371,Shortage,IRBESARTAN,SANIS HEALTH INC,IRBESARTAN,IRBESARTAN,150MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-10-01,2018-10-01,2018-10-31,2018-10-30,Disruption of the manufacture of the drug.,2018-10-01,2018-10-31
82512,2372347,Shortage,IRBESARTAN,SANIS HEALTH INC,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2019-05-10,2019-05-10,2019-05-31,2019-06-03,Disruption of the manufacture of the drug.,2019-04-26,2019-06-04
80246,2385287,Shortage,IRBESARTAN,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2019-04-05,2019-04-09,2019-07-05,2019-07-05,Demand increase for the drug.,2019-04-01,2019-07-06
81528,2365197,Shortage,IRBESARTAN,PRO DOC LIMITEE,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2019-04-12,,2019-04-23,Delay in shipping of the drug.,2019-04-12,2019-04-24
80249,2385309,Shortage,IRBESARTAN,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,IRBESARTAN,300MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2019-04-22,2019-04-17,2019-05-29,2019-05-29,Demand increase for the drug.,2019-04-01,2019-05-31
81530,2365197,Shortage,IRBESARTAN,PRO DOC LIMITEE,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2019-04-12,,2019-04-23,Delay in shipping of the drug.,2019-04-12,2019-04-24
84603,2365200,Shortage,IRBESARTAN,PRO DOC LIMITEE,IRBESARTAN,IRBESARTAN,150MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2019-05-23,2019-06-18,2019-06-18,Delay in shipping of the drug.,2019-05-23,2019-06-19
84606,2365197,Shortage,IRBESARTAN,PRO DOC LIMITEE,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Actual shortage,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2019-05-23,2019-11-21,,Delay in shipping of the drug.,2019-05-23,2019-11-18
66689,2385287,Shortage,IRBESARTAN,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-12-07,2018-12-05,2018-12-18,2018-12-18,Requirements related to complying with good manufacturing practices.,2018-11-12,2018-12-21
66692,2385295,Shortage,IRBESARTAN,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,IRBESARTAN,150MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-12-14,2018-12-14,2018-12-18,2018-12-19,Requirements related to complying with good manufacturing practices.,2018-11-12,2018-12-21
66695,2385309,Shortage,IRBESARTAN,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,IRBESARTAN,300MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-12-07,2018-12-05,2018-12-18,2018-12-19,Requirements related to complying with good manufacturing practices.,2018-11-12,2018-12-21
83165,2385295,Shortage,IRBESARTAN,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,IRBESARTAN,150MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2019-05-13,2019-05-08,2019-05-29,2019-05-29,Delay in shipping of the drug.,2019-05-06,2019-05-31
70366,2385287,Shortage,IRBESARTAN,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,IRBESARTAN,75MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-12-24,2018-12-24,2019-02-20,2019-02-20,Requirements related to complying with good manufacturing practices.,2018-12-21,2019-02-22
70369,2385295,Shortage,IRBESARTAN,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,IRBESARTAN,150MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2019-01-21,2019-01-17,2019-02-20,2019-02-20,Requirements related to complying with good manufacturing practices.,2018-12-21,2019-02-22
80252,2385317,Shortage,IRBESARTAN HCT,SIVEM PHARMACEUTICALS ULC,IRBESARTAN,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  150MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2019-04-15,2019-04-05,2019-05-01,2019-05-02,Demand increase for the drug.,2019-04-01,2019-05-06
66698,2385325,Shortage,IRBESARTAN HCT,SIVEM PHARMACEUTICALS ULC,IRBESARTAN HCT,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  300MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2018-12-07,2018-12-04,2018-12-28,2018-12-28,Requirements related to complying with good manufacturing practices.,2018-11-12,2018-12-29
82135,2385325,Shortage,IRBESARTAN HCT,SIVEM PHARMACEUTICALS ULC,IRBESARTAN HCT,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  300MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2019-05-06,2019-05-01,2019-06-21,2019-06-21,Demand increase for the drug.,2019-04-22,2019-06-22
2304,2365162,Shortage,IRBESARTAN-HCTZ,PRO DOC LIMITEE,IRBESARTAN-HCTZ,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  150MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2017-03-14,,2017-04-11,Delay in shipping of the drug.,2017-03-14,2017-04-18
78081,2365162,Shortage,IRBESARTAN-HCTZ,PRO DOC LIMITEE,IRBESARTAN-HCTZ,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  150MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2019-03-08,,2019-04-16,Delay in shipping of the drug.,2019-03-08,2019-04-17
75548,2365189,Shortage,IRBESARTAN-HCTZ,PRO DOC LIMITEE,IRBESARTAN-HCTZ,HYDROCHLOROTHIAZIDE  IRBESARTAN,25MG  300MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2019-02-13,,2019-04-24,Delay in shipping of the drug.,2019-02-13,2019-04-25
14365,2365189,Shortage,IRBESARTAN-HCTZ,PRO DOC LIMITEE,IRBESARTAN-HCTZ,HYDROCHLOROTHIAZIDE  IRBESARTAN,25MG  300MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2017-08-30,,2018-05-08,Delay in shipping of the drug.,2017-06-29,2018-05-09
77376,2365170,Shortage,IRBESARTAN-HCTZ,PRO DOC LIMITEE,IRBESARTAN-HCTZ,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  300MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2019-03-04,,2019-05-28,Delay in shipping of the drug.,2019-03-04,2019-05-29
15521,2365170,Shortage,IRBESARTAN-HCTZ,PRO DOC LIMITEE,IRBESARTAN-HCTZ,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  300MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2018-04-05,,2018-05-08,Delay in shipping of the drug.,2017-07-12,2018-05-09
9705,2365162,Shortage,IRBESARTAN-HCTZ,PRO DOC LIMITEE,IRBESARTAN-HCTZ,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  150MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2017-06-01,,2017-11-21,Delay in shipping of the drug.,2017-05-09,2017-11-22
72434,2365162,Shortage,IRBESARTAN-HCTZ,PRO DOC LIMITEE,IRBESARTAN-HCTZ,HYDROCHLOROTHIAZIDE  IRBESARTAN,12.5MG  150MG,100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2019-01-16,,2019-03-04,Delay in shipping of the drug.,2019-01-16,2019-03-05
